km_driven,mileage,engine,max_power,seats,no. of years,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
20000,22.37,2487.0,214.56,5,2,0,0,1,0,0,0,0,0,0,0
49000,25.44,936.0,57.6,5,9,1,0,0,1,0,1,0,0,0,1
90000,25.0,1396.0,69.0,5,8,1,0,0,1,0,1,0,0,0,0
50000,24.4,1120.0,71.0,5,6,1,0,0,1,0,1,0,1,0,0
63000,24.3,1248.0,88.5,5,5,1,0,0,0,0,1,0,0,0,0
33003,15.7,1172.0,67.0,5,5,0,0,1,1,0,1,0,0,0,0
120000,13.58,2499.0,72.4,10,5,1,0,0,1,0,1,0,0,0,0
40000,18.2,1061.0,64.0,5,13,0,0,1,1,0,1,0,1,0,0
110000,20.36,1197.0,78.9,5,12,0,0,1,1,0,1,0,0,0,0
38817,27.39,1248.0,74.0,5,3,1,0,0,0,0,1,0,0,0,0
100000,16.1,796.0,37.0,4,14,0,0,1,1,0,1,0,1,0,0
7032,19.0,1199.0,88.76,5,2,0,0,1,0,1,0,0,0,0,0
45000,16.5,1493.0,70.0,7,4,1,0,0,1,0,1,0,0,0,0
10000,25.17,799.0,53.3,5,2,0,0,1,1,0,1,0,0,0,0
56000,21.9,1396.0,88.76,5,7,1,0,0,1,0,1,0,0,0,0
70000,20.77,1248.0,88.76,7,6,1,0,0,1,0,1,0,0,0,0
96000,16.95,1498.0,97.7,5,10,0,0,1,1,0,1,0,0,0,0
221889,22.32,1582.0,126.32,5,10,1,0,0,0,0,1,0,0,0,0
137500,19.3,1248.0,73.9,5,10,1,0,0,1,0,1,0,0,0,1
50000,23.95,998.0,67.05,5,6,0,0,1,1,0,1,0,1,0,0
20171,19.87,1461.0,108.5,5,4,1,0,0,0,0,0,0,0,0,0
185000,11.4,2494.0,100.6,7,16,1,0,0,1,0,1,0,1,0,0
15000,20.4,1197.0,81.8,5,5,0,0,1,1,0,1,0,0,0,0
30000,19.1,1197.0,85.8,5,7,0,0,1,1,0,1,0,0,0,0
72000,19.7,796.0,46.3,5,10,0,0,1,1,0,1,0,1,0,0
25000,18.15,1198.0,82.0,6,2,0,0,1,1,0,1,0,0,0,0
34000,21.4,1197.0,83.1,5,4,0,0,1,0,0,1,0,1,0,0
64788,0.0,2179.0,115.0,5,8,1,0,0,0,0,0,0,0,0,0
26000,15.37,1196.0,73.0,5,8,0,0,1,1,0,1,0,0,0,0
100000,16.1,796.0,37.0,4,21,0,0,1,1,0,1,0,0,0,1
80000,27.39,1248.0,74.0,5,5,1,0,0,0,0,1,0,0,0,0
49563,16.2,995.0,62.1,5,10,0,0,1,0,0,1,0,0,0,0
150000,15.0,1396.0,98.6,5,8,0,0,1,1,0,0,0,1,0,0
70000,23.59,1364.0,67.06,5,8,1,0,0,0,0,1,0,1,0,0
175000,23.4,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
170000,11.88,1086.0,62.1,5,10,0,0,0,1,0,1,0,0,0,0
90000,12.05,2179.0,120.0,8,9,1,0,0,1,0,1,0,0,0,1
120000,12.99,2494.0,100.57,8,8,1,0,0,1,0,1,0,1,0,0
73000,19.7,796.0,46.3,5,10,0,0,1,1,0,1,0,0,0,0
35000,21.4,1197.0,83.1,5,4,0,0,1,1,0,1,0,0,0,0
35000,17.5,1199.0,88.7,5,3,0,0,1,1,0,1,0,0,0,0
56000,25.44,936.0,57.6,5,10,1,0,0,0,0,1,0,1,0,0
25000,18.6,1197.0,81.83,5,7,0,0,1,1,0,1,0,0,0,0
60000,17.92,1086.0,62.1,5,11,0,0,1,1,0,1,0,0,0,1
110000,13.6,2523.0,63.0,7,10,1,0,0,1,0,1,0,1,0,0
30000,23.0,1498.0,98.96,5,2,1,0,0,1,0,1,0,0,0,1
49000,12.9,2755.0,174.5,7,3,1,0,0,1,0,0,0,0,0,0
25000,18.16,1196.0,86.8,5,3,0,0,1,1,0,1,0,0,0,0
35000,18.9,998.0,67.1,5,11,0,0,1,0,0,1,0,0,0,0
120000,19.1,1405.0,70.0,5,7,1,0,0,1,0,1,0,1,0,0
120000,17.92,1086.0,62.1,5,8,0,0,1,1,0,1,0,1,0,0
125000,21.04,1461.0,83.8,8,6,1,0,0,1,0,1,0,0,0,0
20000,22.37,2487.0,214.56,5,2,0,0,1,0,0,0,0,0,0,0
37500,20.77,1248.0,88.8,7,8,1,0,0,1,0,1,0,1,0,0
30000,18.9,1197.0,81.86,5,6,0,0,1,1,0,1,0,1,0,0
60000,24.4,1498.0,98.63,5,3,1,0,0,1,0,1,0,0,0,0
66000,20.14,1498.0,88.8,5,5,1,0,0,0,0,1,0,0,0,0
30000,20.51,998.0,67.0,5,3,0,0,1,1,0,0,0,0,0,0
10000,18.9,1197.0,81.86,5,2,0,0,1,1,0,1,0,0,0,0
90000,17.8,1248.0,75.0,5,13,1,0,0,1,0,1,0,0,0,1
40000,18.6,1199.0,79.4,5,9,0,0,1,1,0,1,0,1,0,0
122000,18.48,1995.0,177.0,5,13,1,0,0,1,0,0,0,1,0,0
44500,16.47,1198.0,74.0,5,11,0,0,1,0,0,1,0,0,0,0
9000,21.4,1197.0,83.1,5,3,0,0,1,1,0,0,0,0,0,0
100000,15.96,2523.0,62.1,7,8,1,0,0,1,0,1,0,1,0,0
80000,24.4,1120.0,71.0,5,5,1,0,0,1,0,1,0,1,0,0
120000,22.3,1248.0,74.0,5,7,1,0,0,1,0,1,0,0,0,0
20000,18.9,1197.0,81.86,5,4,0,0,1,1,0,1,0,0,0,0
50000,25.8,1498.0,98.6,5,3,1,0,0,1,0,1,0,0,0,0
38000,18.49,1493.0,100.0,7,4,1,0,0,1,0,1,0,0,0,0
120000,22.07,1199.0,73.9,5,8,1,0,0,1,0,1,0,0,0,1
70000,20.8,1461.0,65.0,5,9,1,0,0,1,0,1,0,1,0,0
3500,18.15,998.0,118.35,5,2,0,0,1,0,0,0,0,0,0,0
8500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
120000,23.4,1248.0,74.0,5,7,1,0,0,1,0,1,0,1,0,0
15000,20.77,1248.0,88.76,7,6,1,0,0,1,0,1,0,1,0,0
35000,19.44,1198.0,67.0,7,6,0,0,1,1,0,1,0,0,0,1
200000,10.5,2179.0,120.0,8,16,1,0,0,1,0,1,0,1,0,0
97000,26.0,1498.0,98.6,5,7,1,0,0,1,0,1,0,0,0,0
50000,17.5,1298.0,85.8,5,7,0,0,1,1,0,1,0,0,0,0
78000,13.6,2523.0,63.0,7,11,1,0,0,1,0,1,0,0,0,0
52000,12.0,2354.0,187.4,5,4,0,0,1,0,0,0,0,0,0,0
50000,28.4,1248.0,74.02,5,3,1,0,0,1,0,1,0,0,0,0
70000,19.0,998.0,66.1,5,10,0,0,1,1,0,1,0,0,0,1
120000,22.74,796.0,47.3,5,7,0,0,1,1,0,1,0,1,0,0
25000,21.66,1498.0,108.62,5,1,1,0,0,1,0,1,0,0,0,0
70000,15.3,2956.0,83.8,7,9,1,0,0,1,0,1,0,1,0,0
40000,16.1,796.0,37.0,4,12,0,0,1,1,0,1,0,0,0,0
120000,13.5,2477.0,175.56,7,5,1,0,0,1,0,1,0,0,0,0
113000,25.83,1498.0,99.0,5,4,1,0,0,1,0,1,0,0,0,0
75000,15.1,2179.0,140.0,7,7,1,0,0,0,0,1,0,0,0,0
50000,24.52,1248.0,88.5,7,5,1,0,0,1,0,1,0,0,0,0
80000,22.32,1582.0,126.32,5,9,1,0,0,1,0,1,0,1,0,0
28000,25.17,799.0,53.3,5,4,0,0,1,1,0,1,0,0,0,0
35008,21.79,998.0,67.05,5,13,0,0,1,0,0,1,0,0,0,0
33000,23.0,1498.0,98.96,5,4,1,0,0,1,0,1,0,0,0,0
40000,26.21,1248.0,88.5,5,6,1,0,0,0,0,1,0,0,0,0
40000,18.2,1248.0,73.74,7,4,1,0,0,1,0,1,0,1,0,0
100000,20.0,1399.0,68.1,5,8,1,0,0,1,0,1,0,0,0,0
66000,24.52,1248.0,88.5,7,4,1,0,0,1,0,1,0,1,0,0
30000,16.0,1997.0,140.0,7,3,1,0,0,1,0,1,0,0,0,0
9500,18.16,1196.0,86.8,5,2,0,0,1,1,0,1,0,0,0,0
108000,13.9,1599.0,103.2,5,14,0,0,1,1,0,1,0,0,0,1
71000,18.49,1493.0,100.0,7,5,1,0,0,1,0,1,0,0,0,0
110000,13.58,2499.0,72.4,10,7,1,0,0,1,0,1,0,0,0,0
35000,23.03,1396.0,69.0,5,9,1,0,0,1,0,1,0,1,0,0
230000,23.57,1396.0,70.0,5,9,1,0,0,1,0,1,0,0,0,0
35000,23.0,1498.0,98.96,5,3,1,0,0,1,0,1,0,0,0,0
35000,19.49,1198.0,67.04,5,5,0,0,1,1,0,1,0,0,0,0
5000,25.1,1248.0,88.5,5,3,1,0,0,1,0,1,0,0,0,0
94000,18.9,998.0,67.1,5,10,0,0,1,1,0,1,0,0,0,1
60000,28.4,1248.0,74.02,5,4,1,0,0,1,0,1,0,0,0,0
74381,21.79,998.0,67.05,5,5,0,0,1,0,0,1,0,0,0,0
55000,18.49,1493.0,100.0,7,3,1,0,0,0,0,1,0,0,0,0
15000,17.0,1591.0,121.3,5,2,0,0,1,1,0,1,0,0,0,0
5000,20.7,1197.0,81.86,5,1,0,0,1,1,0,0,0,0,0,0
184000,20.77,1248.0,88.76,7,8,1,0,0,1,0,1,0,0,0,0
69779,22.0,1197.0,81.8,5,3,0,0,1,0,0,0,0,0,0,0
49700,15.1,2179.0,140.0,7,8,1,0,0,1,0,1,0,0,0,0
67000,20.77,1248.0,88.76,7,9,1,0,0,1,0,1,0,0,0,0
50000,17.57,1193.0,88.7,5,7,0,0,1,1,0,1,0,1,0,0
56494,18.2,1199.0,88.7,5,5,0,0,1,0,1,1,0,0,0,0
30000,18.49,1493.0,100.0,7,3,1,0,0,1,0,1,0,0,0,0
68089,19.16,2494.0,157.7,5,5,0,0,1,0,1,0,0,0,0,0
11000,23.95,998.0,67.05,5,10,0,0,1,0,0,1,0,0,0,0
33360,22.77,1498.0,98.59,5,3,1,0,0,0,0,1,0,0,0,0
70000,26.3,998.0,67.1,5,7,0,0,0,1,0,1,0,1,0,0
50000,24.52,1248.0,88.5,7,5,1,0,0,1,0,1,0,1,0,0
68089,19.16,2494.0,157.7,5,5,0,0,1,0,1,0,0,0,0,0
16500,20.63,1198.0,67.0,5,5,0,0,1,1,0,1,0,0,0,0
80000,23.59,1364.0,67.04,5,6,1,0,0,1,0,1,0,0,0,0
88200,23.2,1248.0,73.94,5,8,1,0,0,1,0,1,0,0,0,0
60000,18.2,1061.0,64.0,5,14,0,0,1,1,0,1,0,1,0,0
100000,21.1,1248.0,73.9,5,11,1,0,0,1,0,1,0,0,0,0
25000,23.84,1199.0,84.0,5,3,0,0,1,1,0,1,0,0,0,0
35000,22.5,999.0,67.0,5,4,0,0,1,1,0,1,0,0,0,0
54891,23.59,1364.0,67.04,5,7,1,0,0,0,0,1,0,0,0,0
60000,18.9,1197.0,81.86,5,4,0,0,1,1,0,1,0,0,0,0
48000,17.9,2143.0,136.0,5,4,1,0,0,1,0,0,0,1,0,0
40000,22.74,796.0,47.3,5,6,0,0,1,1,0,1,0,0,0,0
120000,16.8,1493.0,110.0,5,11,1,0,0,1,0,1,0,1,0,0
29434,20.73,1373.0,91.1,5,6,0,0,1,1,0,1,0,0,0,0
100000,20.3,1248.0,75.0,5,10,1,0,0,1,0,1,0,0,0,1
127000,28.4,1248.0,74.02,5,4,1,0,0,1,0,1,0,0,0,0
100000,19.1,1405.0,70.0,5,7,1,0,0,1,0,1,0,0,0,0
100000,18.0,995.0,62.0,5,10,0,0,1,1,0,1,0,1,0,0
110000,20.77,1248.0,88.76,7,9,1,0,0,1,0,1,0,1,0,0
30000,19.0,998.0,67.1,5,10,0,0,1,1,0,1,0,0,0,0
100000,25.8,1498.0,98.6,5,8,1,0,0,1,0,1,0,0,0,0
92686,21.9,1396.0,88.76,5,9,1,0,0,0,0,1,0,1,0,0
85036,15.1,2179.0,140.0,7,8,1,0,0,0,0,1,0,1,0,0
80000,19.09,1405.0,69.01,5,8,1,0,0,1,0,1,0,0,0,0
70000,13.58,2499.0,72.4,9,6,1,0,0,1,0,1,0,0,0,0
80000,19.81,1086.0,68.05,5,10,0,0,1,1,0,1,0,0,0,0
13000,18.06,2523.0,63.0,7,2,1,0,0,0,0,1,0,0,0,0
35000,17.5,1199.0,88.7,5,2,0,0,1,1,0,1,0,0,0,0
15000,20.4,1194.0,94.93,5,3,0,0,1,1,0,1,0,0,0,0
20000,18.9,1197.0,82.0,5,7,0,0,1,1,0,1,0,0,0,0
120000,14.6,2956.0,63.0,10,14,1,0,0,1,0,1,0,0,0,1
26500,22.74,796.0,47.3,5,6,0,0,1,1,0,1,0,0,0,0
30000,22.05,796.0,47.3,5,1,0,0,1,1,0,1,0,0,0,0
30000,27.3,1498.0,98.6,5,5,1,0,0,1,0,1,0,0,0,0
40000,19.02,1198.0,67.05,5,2,0,0,1,1,0,1,0,0,0,0
38000,15.3,1193.0,65.3,5,14,0,0,1,1,0,1,0,1,0,0
110000,20.54,1598.0,103.6,5,10,1,0,0,1,0,1,0,0,0,0
49500,21.1,814.0,55.2,5,8,0,0,1,1,0,1,0,1,0,0
35000,22.8,1373.0,80.9,7,7,0,0,0,1,0,1,0,0,0,0
60000,22.54,1396.0,88.73,5,6,1,0,0,1,0,1,0,0,0,0
66000,19.0,998.0,66.1,5,11,0,0,1,1,0,1,0,1,0,0
50000,26.6,998.0,58.16,5,5,0,0,0,1,0,1,0,1,0,0
110000,19.7,796.0,46.3,5,10,0,0,1,1,0,1,1,0,0,0
90000,16.3,1797.0,147.5,5,8,0,0,1,1,0,1,0,1,0,0
75000,26.8,1248.0,74.0,5,4,1,0,0,1,0,1,0,0,0,0
118000,24.0,1120.0,70.0,5,8,1,0,0,1,0,1,0,0,0,0
60000,24.3,1248.0,88.5,5,4,1,0,0,1,0,1,0,0,0,0
120000,18.6,1197.0,81.83,5,6,0,0,1,1,0,1,0,1,0,0
120000,20.8,1527.0,58.0,5,18,1,0,0,1,0,1,0,0,0,1
10000,16.0,2179.0,140.0,7,2,1,0,0,1,0,1,0,0,0,0
100000,16.6,1896.0,122.4,5,14,1,0,0,1,0,1,0,1,0,0
90000,17.92,1086.0,62.1,5,8,0,0,1,1,0,1,0,0,0,0
110000,15.37,1196.0,73.0,5,9,0,0,1,1,0,1,0,0,0,0
50000,14.28,1798.0,138.03,5,6,0,0,1,1,0,1,0,0,0,0
48676,19.7,796.0,35.0,8,13,0,0,1,1,0,1,0,0,0,0
40000,21.66,1498.0,108.62,5,3,1,0,0,1,0,1,0,0,0,0
80000,19.7,796.0,46.3,5,13,0,0,1,1,0,1,0,0,0,1
7500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
30000,16.0,1997.0,140.0,7,3,1,0,0,1,0,1,0,0,0,0
37000,18.25,1968.0,187.74,5,6,1,0,0,0,0,0,0,0,0,0
130376,23.2,1248.0,73.94,5,9,1,0,0,0,0,1,0,1,0,0
55000,19.81,1086.0,68.05,5,11,0,0,1,1,0,1,0,1,0,0
110000,18.9,998.0,67.1,5,15,0,0,1,1,0,1,1,0,0,0
50000,23.1,998.0,67.04,5,5,0,0,1,1,0,1,0,0,0,0
50000,21.1,814.0,55.2,5,6,0,0,1,1,0,1,0,0,0,0
49600,25.32,1198.0,77.0,6,5,1,0,0,1,0,1,0,1,0,0
100000,25.8,1498.0,98.6,5,8,1,0,0,1,0,1,0,0,0,0
52000,12.55,2982.0,168.5,7,5,1,0,0,0,0,0,0,0,0,0
150000,19.01,1461.0,108.5,5,7,1,0,0,1,0,1,0,0,0,0
50000,19.7,796.0,46.3,5,7,0,0,1,1,0,1,0,1,0,0
127000,28.4,1248.0,74.02,5,4,1,0,0,1,0,1,0,0,0,0
2000,18.6,1197.0,81.86,5,2,0,0,1,1,0,1,0,0,0,0
110000,19.7,796.0,46.3,5,14,0,0,1,1,0,1,0,1,0,0
54000,23.0,1498.0,98.96,5,7,1,0,0,0,0,1,0,0,0,0
15000,25.5,1498.0,98.6,5,3,1,0,0,1,0,1,0,0,0,0
40000,21.21,1197.0,81.8,5,2,0,0,1,1,0,1,0,0,0,0
80000,22.32,1582.0,126.32,5,7,1,0,0,1,0,1,0,0,0,0
50000,18.0,995.0,62.0,5,11,0,0,1,1,0,1,0,0,0,0
145241,12.05,2179.0,120.0,7,7,1,0,0,1,0,1,0,0,0,0
30000,28.4,1248.0,74.02,5,2,1,0,0,1,0,1,0,0,0,0
30000,12.6,1586.0,103.2,5,11,0,0,1,1,0,0,0,0,0,0
20000,22.1,1396.0,88.7,5,1,1,0,0,1,0,1,0,0,0,0
25538,16.78,1496.0,88.73,5,4,0,0,1,0,1,1,0,0,0,0
5000,16.1,796.0,37.0,4,20,0,0,1,1,0,1,0,1,0,0
93500,17.0,1497.0,118.0,5,10,0,0,1,0,0,1,0,0,0,1
40000,16.0,2179.0,138.0,7,3,1,0,0,1,0,1,0,0,0,0
17000,18.78,999.0,75.0,5,3,0,0,1,1,0,1,0,0,0,0
56000,22.32,1582.0,126.3,5,7,1,0,0,1,0,1,0,0,0,0
53201,17.8,1497.0,117.3,5,5,0,0,1,0,1,1,0,1,0,0
26000,18.9,1197.0,82.0,5,5,0,0,1,1,0,1,0,0,0,0
100000,24.2,1498.0,98.6,7,5,1,0,0,1,0,1,0,1,0,0
11000,14.3,1598.0,103.5,5,5,0,0,1,0,0,0,0,0,0,0
45000,19.33,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
24000,28.4,1248.0,74.02,5,2,1,0,0,1,0,1,0,0,0,0
43000,11.36,2755.0,171.5,8,2,1,0,0,0,0,0,0,0,0,0
120000,22.32,1582.0,126.32,5,9,1,0,0,1,0,1,0,0,0,1
40000,17.43,1396.0,105.5,5,5,0,0,1,1,0,1,0,0,0,0
120000,13.0,2494.0,142.0,7,6,1,0,0,1,0,1,0,0,0,0
58000,23.95,998.0,67.05,5,7,0,0,1,1,0,1,0,1,0,0
30000,20.36,1197.0,78.9,5,7,0,0,1,1,0,1,0,1,0,0
70000,16.1,796.0,37.0,4,21,0,0,1,1,0,1,1,0,0,0
80000,15.3,2956.0,83.83,7,6,1,0,0,1,0,1,0,0,0,0
40000,22.74,796.0,47.3,5,6,0,0,1,1,0,1,0,1,0,0
25000,24.7,796.0,47.3,5,4,0,0,1,1,0,1,0,1,0,0
38817,27.39,1248.0,74.0,5,3,1,0,0,0,0,1,0,0,0,0
58343,21.79,998.0,67.05,5,8,0,0,1,0,1,1,0,0,0,0
80000,15.4,2179.0,120.0,7,6,1,0,0,1,0,1,0,1,0,0
90000,19.7,796.0,46.3,5,21,0,0,1,1,0,1,0,1,0,0
151000,17.8,1248.0,75.0,5,12,1,0,0,1,0,1,0,1,0,0
60000,22.74,796.0,47.3,5,5,0,0,1,1,0,1,0,1,0,0
135000,17.0,1405.0,70.0,5,14,1,0,0,1,0,1,0,0,0,0
100000,14.0,2498.0,112.0,8,9,1,0,0,1,0,1,0,1,0,0
50000,20.51,998.0,67.04,5,6,0,0,1,1,0,1,0,1,0,0
52000,23.95,998.0,67.05,5,6,0,0,1,1,0,1,0,0,0,0
80000,17.3,993.0,60.0,5,17,0,0,1,1,0,1,0,1,0,0
60000,20.36,1197.0,78.9,5,12,0,0,1,0,0,1,0,0,0,0
56000,22.1,1248.0,74.0,5,8,1,0,0,0,0,1,0,0,0,0
17000,18.6,1197.0,81.83,5,7,0,0,1,1,0,1,0,0,0,0
50000,23.95,998.0,67.05,5,7,0,0,1,1,0,1,0,1,0,0
91000,17.0,1497.0,118.0,5,11,0,0,1,1,0,1,0,1,0,0
60000,15.96,2523.0,63.0,9,5,1,0,0,1,0,1,0,0,0,0
115000,21.5,1248.0,88.8,5,10,1,0,0,1,0,1,1,0,0,0
100000,18.8,1248.0,90.0,5,11,1,0,0,1,0,1,0,1,0,0
72000,15.96,2523.0,63.0,9,5,1,0,0,1,0,1,0,0,0,0
43500,18.06,1198.0,75.0,5,10,0,0,1,1,0,1,0,1,0,0
42000,16.0,2179.0,140.0,7,4,1,0,0,1,0,1,0,1,0,0
47000,21.1,814.0,55.2,5,5,0,0,1,0,0,1,0,0,0,0
40000,24.7,796.0,47.3,5,4,0,0,1,1,0,1,0,0,0,0
15000,23.95,998.0,67.05,5,5,0,0,1,1,0,1,0,0,0,0
4295,17.1,1496.0,105.5,5,3,0,0,1,0,1,1,0,0,0,0
20000,20.51,998.0,67.04,5,3,0,0,1,1,0,1,0,0,0,0
64000,16.05,1499.0,110.4,5,6,0,0,1,0,0,0,0,0,0,0
20000,16.3,1956.0,170.0,5,4,1,0,0,1,0,1,0,1,0,0
35000,23.0,1248.0,88.7,5,6,1,0,0,1,0,1,0,0,0,0
100000,12.99,2494.0,100.6,8,7,1,0,0,1,0,1,0,1,0,0
31711,17.6,1496.0,88.7,5,9,0,0,1,0,0,1,0,1,0,0
80000,28.4,1248.0,74.02,5,4,1,0,0,1,0,0,0,0,0,0
9000,13.6,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
157000,22.32,1582.0,126.3,5,10,1,0,0,1,0,1,0,1,0,0
42323,21.19,1396.0,88.76,5,5,1,0,0,0,0,1,0,0,0,0
29000,15.1,2179.0,152.87,7,3,1,0,0,1,0,1,0,0,0,0
76000,25.47,1248.0,88.5,7,4,1,0,0,0,0,1,0,0,0,0
70000,28.4,1248.0,74.02,5,4,1,0,0,1,0,1,0,0,0,0
7300,21.01,1197.0,81.8,5,1,0,0,1,1,0,1,0,0,0,0
80000,20.63,1198.0,67.0,5,4,0,0,1,1,0,1,0,1,0,0
76000,26.59,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
56290,24.0,1186.0,73.97,5,4,1,0,0,0,0,1,0,0,0,0
300000,12.05,2179.0,120.0,8,7,1,0,0,1,0,1,0,0,0,1
160000,15.96,2523.0,62.1,7,8,1,0,0,1,0,1,0,0,0,0
45000,18.5,1197.0,82.85,5,9,0,0,1,1,0,1,0,0,0,0
80000,13.93,2179.0,138.03,7,10,1,0,0,1,0,1,0,0,0,0
82000,26.59,1248.0,74.0,5,8,1,0,0,0,0,1,0,1,0,0
50000,20.36,1197.0,78.9,5,10,0,0,1,1,0,1,0,0,0,0
55000,20.52,1197.0,81.8,5,5,0,0,1,0,0,1,0,0,0,0
80000,25.83,1498.0,99.0,5,6,1,0,0,1,0,1,0,0,0,0
60000,15.1,2179.0,140.0,7,9,1,0,0,1,0,1,0,1,0,0
60000,26.6,998.0,58.16,5,4,0,0,0,1,0,1,0,0,0,0
90000,19.7,796.0,46.3,5,16,0,0,1,1,0,0,0,1,0,0
40000,17.3,993.0,60.0,5,23,0,0,1,1,0,1,0,1,0,0
90000,17.8,1199.0,76.8,5,4,0,0,1,1,0,1,0,0,0,0
165000,15.96,2523.0,62.1,7,9,1,0,0,1,0,1,0,0,0,0
20375,20.89,1197.0,81.8,5,3,0,0,1,0,0,1,0,0,0,0
100000,16.1,796.0,37.0,4,22,0,0,1,1,0,1,0,0,0,0
89000,21.14,1498.0,103.6,5,4,1,0,0,0,0,1,0,0,0,0
17000,20.51,998.0,67.04,5,3,0,0,1,1,0,1,0,0,0,0
35000,22.71,1461.0,84.8,5,3,1,0,0,1,0,1,0,0,0,0
90000,20.0,1399.0,68.0,5,10,1,0,0,1,0,1,0,1,0,0
87237,20.0,1399.0,68.05,5,9,1,0,0,0,0,1,0,1,0,0
110000,19.81,1086.0,68.05,5,9,0,0,1,1,0,1,0,0,0,0
112011,13.93,2179.0,138.1,7,8,1,0,0,1,0,1,0,0,0,0
57000,21.1,814.0,55.2,5,10,0,0,1,1,0,1,0,0,0,0
148120,14.24,2755.0,174.5,7,8,1,0,0,0,0,1,0,0,0,0
15000,17.6,2179.0,147.94,7,2,1,0,0,1,0,1,0,0,0,0
5000,20.63,1198.0,67.0,5,3,0,0,1,1,0,1,0,1,0,0
156000,11.57,2179.0,138.1,7,10,1,0,0,1,0,1,0,0,0,0
4337,18.9,1197.0,82.0,5,2,0,0,1,0,0,0,0,0,0,0
121779,12.05,2179.0,120.0,8,9,1,0,0,1,0,1,0,0,0,0
110000,25.44,936.0,57.6,5,9,1,0,0,1,0,1,0,0,0,0
20000,18.0,1969.0,190.0,5,2,1,0,0,1,0,0,0,0,0,0
128000,22.32,1582.0,126.32,5,10,1,0,0,1,0,1,0,1,0,0
19000,20.51,998.0,67.04,5,3,0,0,1,1,0,1,0,0,0,0
55000,22.74,796.0,47.3,5,7,0,0,1,1,0,1,0,0,0,0
71000,12.1,2362.0,164.7,5,12,0,0,1,0,0,0,0,0,0,0
120000,13.1,1493.0,82.0,5,18,1,0,0,1,0,1,1,0,0,0
120000,15.1,2179.0,140.0,7,9,1,0,0,1,0,1,0,1,0,0
70000,22.07,1199.0,73.9,5,8,1,0,0,1,0,1,0,1,0,0
100000,24.3,1248.0,88.5,5,5,1,0,0,1,0,1,0,0,0,0
200000,12.8,2494.0,102.0,7,12,1,0,0,1,0,1,0,0,0,1
90000,25.2,1248.0,74.0,5,7,1,0,0,1,0,1,0,0,0,0
50000,23.01,999.0,67.0,5,3,0,0,1,1,0,1,0,0,0,0
25000,28.4,1248.0,74.02,5,3,1,0,0,1,0,1,0,0,0,0
45000,19.33,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
20000,22.0,1582.0,126.2,5,2,1,0,0,1,0,0,0,0,0,0
3100,18.2,1199.0,88.7,5,2,0,0,1,1,0,0,0,0,0,0
90000,13.93,2179.0,138.1,7,12,1,0,0,1,0,1,0,1,0,0
60000,22.9,1248.0,74.0,5,9,1,0,0,1,0,1,0,0,0,0
46000,19.4,1405.0,70.0,5,9,1,0,0,1,0,1,0,0,0,0
43011,18.88,999.0,123.37,5,7,0,0,1,0,0,1,0,0,0,0
35000,25.17,799.0,53.3,5,4,0,0,1,1,0,1,0,1,0,0
8500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
25000,22.74,796.0,47.3,5,5,0,0,1,1,0,1,0,0,0,0
60000,20.5,1598.0,105.0,5,9,1,0,0,1,0,1,0,0,0,1
56000,18.9,1197.0,82.0,5,5,0,0,1,1,0,1,0,0,0,1
60000,19.3,1248.0,73.9,5,10,1,0,0,1,0,1,0,0,0,0
40000,20.62,1198.0,67.0,7,3,0,0,1,1,0,1,0,0,0,0
110000,23.0,1248.0,88.7,5,5,1,0,0,1,0,1,0,0,0,0
130000,15.1,2179.0,140.0,7,9,1,0,0,1,0,1,0,0,0,0
91400,19.34,1198.0,76.0,5,8,0,0,1,1,0,0,0,1,0,0
25000,20.3,1086.0,68.0,5,2,0,0,1,1,0,0,1,0,0,0
90000,15.96,2523.0,62.1,7,8,1,0,0,1,0,1,0,1,0,0
5000,21.21,1197.0,81.8,5,1,0,0,1,1,0,1,0,0,0,0
25000,20.73,1373.0,91.1,5,3,0,0,1,1,0,1,0,0,0,0
28000,17.8,1497.0,117.3,5,4,0,0,1,1,0,1,0,0,0,0
72000,25.5,1498.0,98.6,5,2,1,0,0,1,0,1,0,0,0,0
92385,15.96,2523.0,62.1,7,5,1,0,0,1,0,1,0,0,0,0
70000,16.95,1498.0,97.7,5,9,0,0,1,1,0,1,0,1,0,0
30000,25.83,1498.0,99.0,5,3,1,0,0,1,0,1,0,0,0,0
48000,20.92,998.0,67.1,5,9,0,0,1,1,0,1,0,0,0,0
90000,20.77,1248.0,88.76,7,6,1,0,0,1,0,1,0,0,0,0
250000,12.8,2494.0,102.0,7,12,1,0,0,1,0,1,0,0,0,0
